DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,BG,2013,23.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,BG,2014,23.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,BG,2015,24.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,BG,2016,24.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,BG,2017,25.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,BG,2018,27.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,BG,2019,28.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,BG,2020,30.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,BG,2021,32.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CH,2010,199.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CH,2011,218.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CH,2012,222.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CH,2013,218.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CH,2014,218.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CH,2015,242.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CH,2016,233.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CH,2017,223.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CH,2018,211.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CH,2019,214.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CH,2020,224.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CY,2010,100.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CY,2011,98.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CY,2012,95.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CY,2013,89.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CY,2014,87.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CY,2015,86.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CY,2016,86.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CY,2017,87.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CY,2018,88.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CY,2019,90.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CY,2020,92.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CY,2021,91.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CZ,2010,52.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CZ,2011,53.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CZ,2012,52.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CZ,2013,51.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CZ,2014,48.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CZ,2015,50.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CZ,2016,51.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CZ,2017,54.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CZ,2018,57.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CZ,2019,59.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CZ,2020,59.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,CZ,2021,62.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DE,2010,125.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DE,2011,127.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DE,2012,129.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DE,2013,131.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DE,2014,132.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DE,2015,131.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DE,2016,132.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DE,2017,131.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DE,2018,131.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DE,2019,131.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DE,2020,133.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DE,2021,130.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DK,2010,170.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DK,2011,168.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DK,2012,171.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DK,2013,170.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DK,2014,170.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DK,2015,170.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DK,2016,168.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DK,2017,167.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DK,2018,166.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DK,2019,164.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DK,2020,172.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,DK,2021,172.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA,2010,116.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA,2011,115.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA,2012,114.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA,2013,114.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA,2014,114.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA,2015,113.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA,2016,113.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA,2017,112.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA,2018,112.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA,2019,112.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA,2020,111.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA,2021,111.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA12,2010,117.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA12,2011,117.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA12,2012,116.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA12,2013,116.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA12,2014,116.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA12,2015,116.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA12,2016,116.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA12,2017,115.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA12,2018,114.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA12,2019,114.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA12,2020,113.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA12,2021,113.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA19,2010,114.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA19,2011,114.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA19,2012,113.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA19,2013,113.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA19,2014,113.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA19,2015,113.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA19,2016,113.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA19,2017,112.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA19,2018,112.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA19,2019,112.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA19,2020,111.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EA19,2021,111.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EE,2010,40.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EE,2011,43.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EE,2012,46.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EE,2013,49.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EE,2014,51.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EE,2015,52.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EE,2016,54.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EE,2017,56.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EE,2018,59.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EE,2019,61.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EE,2020,63.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EE,2021,66.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EL,2010,91.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EL,2011,84.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EL,2012,77.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EL,2013,73.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,EL,2014,70.4,
